Date,future,future_rounded,impvol_avg,ewma_avg,signal,entry_strike,call_ATM,put_ATM,call_wing,put_wing,call_ATM_delta,put_ATM_delta,call_wing_delta,put_wing_delta,call_ATM_old,put_ATM_old,call_wing_old,put_wing_old,butterfly,butterfly_old,profit,cum_profit,delta_hedge
2015-06-25,2076.5,2075,0.1605583069819818,0.1395386054579038,-1.0,2075,132.25,130.75,52.75,141.75,0.5332465042990572,-0.4667534957009428,0.5212130641091787,-0.47878693589082133,142.25,123.25,136.0,119.75,68.5,,68.5,68.5,0.024066880379757016
2015-06-26,2078.25,2080,0.15941037312708808,0.14394433932635625,-1.0,2080,129.75,131.5,124.0,127.5,0.5292910829033814,-0.47070891709661855,0.5171754412189344,-0.48282455878106556,135.75,128.75,52.75,141.75,9.75,70.0,-60.25,8.25,0.02423128336889402
2015-06-29,2032.75,2035,0.1714192813690155,0.15567398395293397,-1.0,2035,77.0,127.0,72.0,134.0,0.5307998735233154,-0.46920012647668463,0.5192388750826413,-0.4807611249173587,129.25,132.75,123.0,129.0,-2.0,10.0,-12.0,-3.75,0.023121996881348084
2015-06-30,2036.5,2035,0.16931963354067014,0.15863747133414338,-1.0,2035,77.0,127.0,72.0,130.5,0.5353967340769369,-0.4646032659230631,0.523684928503461,-0.47631507149653896,77.0,127.0,72.0,111.5,1.5,20.5,-19.0,-22.75,0.023423611146951684
2015-07-01,2053.25,2055,0.16248285033524515,0.15689425604209434,-1.0,2055,66.75,136.5,62.0,131.75,0.5299112229258554,-0.47008877707414465,0.5177963980944907,-0.48220360190550926,77.0,127.0,72.0,134.0,9.5,-2.0,11.5,-11.25,0.024229649662729225
2015-07-02,2051.0,2050,0.16500174231320672,0.1591523848556271,-1.0,2050,132.75,131.75,126.5,128.0,0.5336751278197243,-0.46632487218027574,0.5217066464294433,-0.4782933535705567,66.75,136.5,62.0,131.75,10.0,9.5,0.5,-10.75,0.0239369627805619
2015-07-06,2046.75,2045,0.16722702931915093,0.16139217314638696,-1.0,2045,72.0,131.75,66.75,127.0,0.5348052820545666,-0.46519471794543343,0.5229016893262646,-0.4770983106737354,132.75,129.5,126.75,125.75,10.0,9.75,0.25,-10.5,0.023807185456603985
2015-07-07,2055.5,2055,0.16361380463587566,0.1604316293459338,-1.0,2055,66.75,136.5,62.0,131.75,0.5328223902854827,-0.4671776097145173,0.5206930591157155,-0.4793069408842845,72.0,131.75,66.75,127.0,9.5,10.0,-0.5,-11.0,0.024258662339534443
2015-07-08,2021.0,2020,0.17146729574146266,0.16721585201700856,-1.0,2020,134.75,133.75,128.75,129.75,0.5348449130258712,-0.4651550869741288,0.5230585497152856,-0.47694145028471435,66.75,136.5,62.0,131.75,10.0,9.5,0.5,-10.5,0.02357272662117116
2015-07-09,2023.0,2025,0.17306744166785107,0.16758821289955123,-1.0,2025,134.5,136.5,77.0,118.0,0.5315823686087195,-0.46841763139128045,0.5199103656584191,-0.4800896343415809,152.25,116.75,146.0,113.25,76.0,9.75,66.25,55.75,0.023344005900600928
2015-07-10,2051.0,2050,0.1643149225289744,0.16350002433206293,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.75,135.75,77.0,118.0,0.0,72.5,-72.5,-16.75,0.0
2015-07-13,2076.25,2075,0.15608473713380924,0.15863922374077669,1.0,2075,125.25,124.0,52.75,141.75,0.5321027301705814,-0.4678972698294186,0.5193978792685253,-0.4806021207314747,0.0,0.0,0.0,0.0,-54.75,0.0,-54.75,-71.5,0.025409701804112172
2015-07-14,2084.0,2085,0.15490774048076425,0.15658590421065752,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.5,139.5,52.75,141.75,0.0,-60.5,60.5,-11.0,0.0
2015-07-15,2086.25,2085,0.15544211360019963,0.15638783266982167,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.0,0.0
2015-07-16,2098.75,2100,0.15257728747728636,0.15366794687935872,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.0,0.0
2015-07-17,2100.5,2100,0.1519038116253085,0.15336604963315456,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.0,0.0
2015-07-20,2103.75,2105,0.15135161153144794,0.15232288999798932,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.0,0.0
2015-07-21,2096.25,2095,0.15237497685199602,0.15373879592041176,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.0,0.0
2015-07-22,2089.75,2090,0.1520576899317803,0.15415917694724088,1.0,2090,120.5,120.75,114.5,117.0,0.5295267058057932,-0.4704732941942068,0.5163983325274049,-0.48360166747259514,0.0,0.0,0.0,0.0,-9.75,0.0,-9.75,-20.75,0.026256746556776678
2015-07-23,2080.25,2080,0.15470588023611334,0.1556602756038219,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,119.0,119.0,115.0,0.0,-10.0,10.0,-10.75,0.0
2015-07-24,2059.5,2060,0.15815386965868292,0.1589116432012491,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.75,0.0
2015-07-27,2046.25,2045,0.16362412847171867,0.16181879493886583,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.75,0.0
2015-07-28,2069.0,2070,0.1564814836681235,0.15736425335010046,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.75,0.0
2015-07-29,2083.25,2085,0.15347307335385843,0.1545877080536186,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.75,0.0
2015-07-30,2085.5,2085,0.15303035764953846,0.15432683084972834,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.75,0.0
2015-07-31,2080.0,2080,0.15386542367069192,0.15494517044303452,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.75,0.0
2015-08-03,2072.25,2070,0.15443250666199132,0.15624022534027926,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.75,0.0
2015-08-04,2064.5,2065,0.1553336838194805,0.15680294283387994,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.75,0.0
2015-08-05,2075.5,2075,0.15398684175185298,0.15489869050232954,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.75,0.0
2015-08-06,2061.25,2060,0.15719027633832625,0.1574420057594223,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.75,0.0
2015-08-07,2055.25,2055,0.1568332773713163,0.1580785658098493,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.75,0.0
2015-08-10,2081.5,2080,0.15284273370124726,0.15355719730552386,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.75,0.0
2015-08-11,2061.25,2060,0.15820059722077082,0.1572351270036498,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.75,0.0
2015-08-12,2065.5,2065,0.1576331497353914,0.1565693601018013,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.75,0.0
2015-08-13,2061.75,2060,0.1583583847871149,0.15760431472587239,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.75,0.0
2015-08-14,2070.75,2070,0.15627098532363423,0.1559065356112165,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.75,0.0
2015-08-17,2080.75,2080,0.15391978183216296,0.15411385877191605,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.75,0.0
2015-08-18,2075.25,2075,0.15586638468688063,0.15514519799070547,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.75,0.0
2015-08-19,2054.0,2055,0.15926331655348838,0.15880124147813057,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.75,0.0
2015-08-20,2006.5,2005,0.17128581347759794,0.16836206823993863,-1.0,2005,94.0,113.75,88.0,109.75,0.5331668483119688,-0.4668331516880312,0.5204571411070325,-0.47954285889296755,0.0,0.0,0.0,0.0,10.0,0.0,10.0,-0.75,0.02541941440987272
2015-08-21,1952.0,1950,0.18755729064737262,0.17988642722822984,-1.0,1950,133.25,131.5,127.5,127.5,0.5367097917785637,-0.4632902082214363,0.5247648132043878,-0.47523518679561216,94.0,113.75,88.0,109.75,9.75,10.0,-0.25,-1.0,0.023889957148351737
2015-08-24,1850.75,1850,0.21146533854938157,0.19939368961041204,-1.0,1850,141.25,140.5,135.25,136.5,0.5392374130652379,-0.46076258693476213,0.5280222659979392,-0.4719777340020608,161.5,105.25,154.75,102.0,10.0,10.0,0.0,-1.0,0.022430294134597295
2015-08-25,1852.5,1850,0.2107879033658072,0.20129308589551537,-1.0,1850,141.5,139.0,135.5,135.0,0.5413696632457817,-0.45863033675421827,0.5301047523772651,-0.46989524762273494,198.0,96.5,191.25,93.5,10.0,9.75,0.25,-0.75,0.02252982173703333
2015-08-26,1917.25,1915,0.19517731331410007,0.19054889510294754,-1.0,1915,151.5,81.75,129.5,78.75,0.5382185726833385,-0.4617814273166615,0.5264361125067366,-0.4735638874932634,141.25,140.5,135.25,136.5,25.0,10.0,15.0,14.25,0.02356492035320379
2015-08-27,1968.0,1970,0.189513106115273,0.1819992336643927,-1.0,1970,132.5,134.75,126.75,130.75,0.5319505714852418,-0.46804942851475817,0.5201202157641385,-0.47987978423586153,151.5,81.75,99.75,78.75,9.75,54.75,-45.0,-30.75,0.023660711442206717
2015-08-28,1968.25,1970,0.1939831495611477,0.18399677247970989,-1.0,1970,135.75,137.5,129.75,133.5,0.5330221775725676,-0.46697782242743235,0.5214471072700575,-0.4785528927299425,104.25,156.75,99.0,152.25,10.0,9.75,0.25,-30.5,0.023150140605020297
2015-08-31,1948.0,1950,0.20264946281503035,0.1902032543538201,-1.0,1950,139.5,141.5,133.5,137.5,0.5337902434471082,-0.46620975655289176,0.5225410869537986,-0.47745891304620136,132.5,134.75,126.75,130.75,10.0,9.75,0.25,-30.25,0.022498312986619196
2015-09-01,1894.5,1895,0.21913733608783928,0.20350114767471328,-1.0,1895,165.5,76.0,158.5,73.0,0.5385259298990818,-0.46147407010091823,0.5278139293551215,-0.4721860706448785,148.0,129.75,141.75,126.0,10.0,10.0,0.0,-30.25,0.02142400108792053
2015-09-02,1925.5,1925,0.2083629880000009,0.19964154851899016,-1.0,1925,142.5,142.0,138.0,81.75,0.5376561807151051,-0.4623438192848949,0.5265437916454605,-0.4734562083545395,165.5,76.0,158.5,73.0,64.75,10.0,54.75,24.5,0.022224778139289247
2015-09-03,1924.5,1925,0.20964217684877165,0.20130840823800597,-1.0,1925,142.5,143.0,138.0,81.75,0.536874593911957,-0.463125406088043,0.5258091698016298,-0.47419083019837016,130.0,160.5,138.0,81.75,65.75,70.75,-5.0,19.5,0.022130848220654364
2015-09-04,1900.0,1900,0.2180055891403841,0.20804535729697887,-1.0,1900,146.25,146.25,140.5,142.25,0.5388235165969194,-0.4611764834030806,0.528028771226847,-0.471971228773153,142.5,142.0,138.0,81.75,9.75,64.75,-55.0,-35.5,0.021589490740144823
2015-09-08,1944.0,1945,0.20704316355626862,0.20075239707426756,-1.0,1945,131.25,91.5,124.75,88.0,0.5355322044669608,-0.4644677955330392,0.524342228836404,-0.475657771163596,157.75,133.5,151.5,129.75,10.0,10.0,0.0,-35.5,0.022379951261113584
2015-09-09,1920.5,1920,0.21096944938832432,0.20642811011395512,-1.0,1920,142.25,141.5,136.25,137.5,0.5378251938816768,-0.4621748061183232,0.5266862096320812,-0.47331379036791876,131.25,91.5,124.75,88.0,10.0,10.0,0.0,-35.5,0.02227796849919117
2015-09-10,1926.75,1925,0.20823723942926425,0.20592854583381556,-1.0,1925,141.0,139.25,138.0,81.75,0.538704940698844,-0.461295059301156,0.5274309286705032,-0.47256907132949677,156.0,132.0,149.75,128.25,60.5,10.0,50.5,15.0,0.022548024056681548
2015-09-11,1937.0,1935,0.20547301271922241,0.2042177178645806,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.25,143.5,138.0,81.75,0.0,63.0,-63.0,-48.0,0.0
2015-09-14,1930.75,1930,0.20874943878902116,0.20580068917766803,-1.0,1930,140.25,139.5,134.25,135.5,0.5374046193844539,-0.46259538061554606,0.5261035940425907,-0.47389640595740934,0.0,0.0,0.0,0.0,10.0,0.0,10.0,-38.0,0.02260205068372656
2015-09-15,1956.5,1955,0.19806271179822596,0.2003446346880909,1.0,1955,124.75,94.75,118.25,91.5,0.5360822886616459,-0.46391771133835413,0.5242985775255936,-0.4757014224744064,143.0,135.75,136.75,132.0,-9.75,10.0,-19.75,-57.75,0.02356742227210451
2015-09-16,1974.5,1975,0.18818192035666434,0.195012929217835,1.0,1975,128.25,128.75,105.75,98.5,0.5317460167362323,-0.46825398326376766,0.5194366484575794,-0.4805633515424206,124.75,94.75,118.25,91.5,-52.75,-9.75,-43.0,-100.75,0.024618736557305843
2015-09-17,1963.75,1965,0.19032677637488873,0.19589193215638742,1.0,1965,118.25,98.5,122.5,94.75,0.531140647632454,-0.46885935236754595,0.518884781000288,-0.481115218999712,123.25,141.75,105.75,98.5,0.5,-60.75,61.25,-39.5,0.024511733264332092
2015-09-18,1936.5,1935,0.19658907141735696,0.20098255852035615,1.0,1935,138.0,88.0,131.25,126.5,0.5355093804967622,-0.4644906195032378,0.523447627295339,-0.476552372704661,118.25,98.5,128.25,94.75,31.75,6.25,25.5,-14.0,0.02412350640284644
2015-09-21,1948.75,1950,0.18855371015810407,0.19639606131909662,1.0,1950,125.25,126.5,119.5,122.75,0.530558871060902,-0.46944112893909795,0.5179994297898326,-0.4820005702101674,138.0,88.0,131.25,114.75,-9.5,20.0,-29.5,-43.5,0.0251188825421389
2015-09-22,1917.0,1915,0.19945488274395123,0.20273174071369665,1.0,1915,151.5,81.75,125.75,78.75,0.5361938351865113,-0.4638061648134887,0.5240940854567775,-0.4759059145432225,122.75,136.5,117.0,132.5,-28.75,-9.75,-19.0,-62.5,0.024199499459467644
2015-09-23,1913.5,1915,0.1961515891188661,0.20163504334943064,1.0,1915,151.5,81.75,121.5,78.75,0.5311125222775055,-0.4688874777224945,0.5187749559083763,-0.4812250440916237,151.5,81.75,140.5,78.75,-33.0,-14.0,-19.0,-81.5,0.024675132738258387
2015-09-24,1903.5,1905,0.2008608076787526,0.20315699660187883,1.0,1905,158.5,78.75,151.5,76.0,0.5318947403181618,-0.46810525968183825,0.5197623920229941,-0.4802376079770059,151.5,81.75,125.75,78.75,-9.75,-28.75,19.0,-62.5,0.024264696590335255
2015-09-25,1904.0,1905,0.20205071397155017,0.20297261552931392,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.5,78.75,151.5,76.0,0.0,-9.75,9.75,-52.75,0.0
2015-09-28,1856.5,1855,0.21504525165808736,0.2131394753664391,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52.75,0.0
2015-09-29,1858.75,1860,0.21275799129087886,0.21226901776630128,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52.75,0.0
2015-09-30,1893.0,1895,0.205387804963826,0.20543852213529767,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52.75,0.0
2015-10-01,1901.0,1900,0.2036704773869404,0.20433331313700137,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52.75,0.0
2015-10-02,1927.25,1925,0.19697655457138113,0.19903248185888184,1.0,1925,128.5,126.25,138.0,81.75,0.535518052016658,-0.46448194798334197,0.5230945513917061,-0.47690544860829387,0.0,0.0,0.0,0.0,-35.0,0.0,-35.0,-87.75,0.0248470012499038
2015-10-05,1958.75,1960,0.18895059052798233,0.1915403651680367,1.0,1960,123.0,124.25,117.0,120.25,0.5295755778397387,-0.47042442216026126,0.5167677816675278,-0.4832322183324722,116.5,140.25,138.0,81.75,-10.0,-37.0,27.0,-60.75,0.0256155923444219
2015-10-06,1952.5,1950,0.1904557217913438,0.19301244182888452,1.0,1950,125.0,122.5,119.25,118.5,0.5347456709532314,-0.46525432904676856,0.5219598372059244,-0.4780401627940756,108.0,140.5,102.5,136.25,-9.75,-9.75,0.0,-60.75,0.025571667494614037
2015-10-07,1971.5,1970,0.18649181064330148,0.1886250057716438,1.0,1970,123.0,121.5,117.0,117.5,0.5329463153010686,-0.4670536846989314,0.5199913253628384,-0.48000867463716157,129.0,120.25,123.0,116.25,-10.0,-10.0,0.0,-60.75,0.025909979876460376
2015-10-08,1991.0,1990,0.18010470894908165,0.1838792226472897,1.0,1990,119.5,118.5,113.5,114.5,0.5310310256999274,-0.46896897430007256,0.5177204415317858,-0.48227955846821424,113.5,130.75,107.75,126.5,-10.0,-10.0,0.0,-60.75,0.026621168336283363
