Date,future,future_rounded,impvol_avg,ewma_avg,signal,entry_strike,call_ATM,put_ATM,call_wing,put_wing,call_ATM_delta,put_ATM_delta,call_wing_delta,put_wing_delta,call_ATM_old,put_ATM_old,call_wing_old,put_wing_old,butterfly,butterfly_old,profit,cum_profit,delta_hedge
2016-02-02,1889.0,1890,0.20212529925138895,0.20217563340555625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.5,91.5,82.5,87.5,0.0,-10.0,10.0,-41.5,0.0
2016-02-03,1899.75,1900,0.2005967318990375,0.1996910853815264,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.5,0.0
2016-02-04,1899.0,1900,0.20375551072955683,0.20036848960619835,-1.0,1900,93.0,94.0,87.0,90.0,0.5257541712539581,-0.47424582874604193,0.5088084445505413,-0.4911915554494587,0.0,0.0,0.0,0.0,10.0,0.0,10.0,-31.5,0.03389145340683353
2016-02-05,1866.5,1865,0.21490017231098354,0.21058008611822238,-1.0,1865,97.25,95.75,91.25,91.75,0.5307831402627947,-0.4692168597372053,0.5143649084223683,-0.48563509157763174,92.25,92.5,86.25,88.5,10.0,10.0,0.0,-31.5,0.03283646368085291
2016-02-08,1843.25,1845,0.22653533240392357,0.21765870450186184,-1.0,1845,98.5,100.25,92.5,96.25,0.5262502997736341,-0.47374970022636587,0.5103174770750288,-0.48968252292497116,115.0,81.0,108.5,77.5,10.0,10.0,0.0,-31.5,0.031865645397210596
2016-02-09,1839.5,1840,0.22953968532741137,0.22074482534565382,-1.0,1840,99.75,100.25,94.0,96.25,0.529188998750162,-0.470811001249838,0.5133669932166125,-0.4866330067833875,109.5,88.0,103.25,84.25,9.75,10.0,-0.25,-31.75,0.03164401106709902
2016-02-10,1837.75,1840,0.22959663949821715,0.22222012770441454,-1.0,1840,98.5,100.75,92.75,96.75,0.5262898866098733,-0.4737101133901267,0.5104043384472088,-0.4895956615527912,101.5,98.25,95.5,94.25,9.75,10.0,-0.25,-32.0,0.03177109632532904
2016-02-11,1815.5,1815,0.24004004690887,0.23069350269194783,-1.0,1815,102.5,102.25,96.75,98.25,0.5316333483299944,-0.4683666516700056,0.5161810727799484,-0.4838189272200516,99.75,100.25,94.0,96.25,9.75,9.75,0.0,-32.0,0.030904551100092048
2016-02-12,1849.25,1850,0.2294759851173045,0.22271366944559698,-1.0,1850,99.0,99.75,93.0,95.75,0.5282242459275518,-0.4717757540724482,0.5122947675141521,-0.48770523248584785,113.75,91.0,107.5,87.25,10.0,10.0,0.0,-32.0,0.03185895682679929
2016-02-16,1880.0,1880,0.21879824035108728,0.21522504437154702,-1.0,1880,94.75,94.75,88.75,91.0,0.5275295616993214,-0.4724704383006786,0.5108191002822959,-0.48918089971770407,83.0,117.5,77.5,113.0,9.75,10.0,-0.25,-32.25,0.03342092283405096
2016-02-17,1913.75,1915,0.20672936647153123,0.20576363793784513,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.75,112.5,76.5,108.25,0.0,9.5,-9.5,-41.75,0.0
2016-02-18,1907.75,1910,0.20371478255642286,0.20658194600222063,1.0,1910,87.75,90.0,81.75,86.0,0.522406005844617,-0.47759399415538295,0.5045825978558125,-0.4954174021441875,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,-51.75,0.0356468159776091
2016-02-19,1905.75,1905,0.1997272667377557,0.20658962006281056,1.0,1905,87.0,86.25,81.0,82.5,0.5270695674095143,-0.4729304325904857,0.5087743968956423,-0.4912256031043577,93.25,89.5,87.25,85.5,-9.75,-10.0,0.25,-51.5,0.036590341027743944
2016-02-22,1927.5,1930,0.1885762346098377,0.19773241273821576,1.0,1930,80.5,83.0,74.5,79.25,0.5195536928933173,-0.4804463071066827,0.5001678345430837,-0.49983216545691633,90.75,88.0,84.75,84.25,-9.75,-9.75,0.0,-51.5,0.03877171670046731
2016-02-23,1907.25,1905,0.19891870950158533,0.2038270231119723,1.0,1905,86.0,83.75,80.0,80.0,0.5296143384849271,-0.4703856615150729,0.5109334170363568,-0.48906658296364325,72.5,96.75,67.0,92.5,-9.75,-9.75,0.0,-51.5,0.03736184289714073
2016-02-24,1921.0,1920,0.19621719223608342,0.1990139422581952,1.0,1920,84.5,83.5,78.5,79.5,0.5269291156750561,-0.47307088432494393,0.5080501202213183,-0.49194987977868165,96.0,73.75,89.75,70.25,-10.0,-9.75,-0.25,-51.75,0.03775799090747545
2016-02-25,1941.25,1940,0.18550689283124247,0.19195555146206994,1.0,1940,80.5,79.25,74.5,75.5,0.5261707830015986,-0.4738292169984014,0.5063174552785354,-0.49368254472146456,77.0,89.75,71.25,85.75,-9.75,-9.75,0.0,-51.75,0.03970665544612628
2016-02-26,1933.5,1935,0.1889308614532847,0.19264884540061125,1.0,1935,80.0,81.5,74.0,77.5,0.5208345268143924,-0.47916547318560765,0.5011948526619306,-0.49880514733806935,72.5,91.5,67.0,87.5,-10.0,-9.5,-0.5,-52.25,0.03927934830492341
2016-02-29,1920.25,1920,0.19414920990375914,0.1965070192619471,1.0,1920,81.25,81.0,75.5,77.25,0.5241085196492223,-0.47589148035077766,0.5045897099650326,-0.4954102900349674,83.5,77.25,77.5,73.5,-9.5,-9.75,0.25,-52.0,0.03903761936837946
2016-03-01,1968.75,1970,0.17484881653341042,0.1807531375067472,1.0,1970,74.0,75.25,68.0,71.5,0.5199004255036848,-0.48009957449631524,0.49867058384652924,-0.5013294161534707,89.25,75.75,83.0,72.0,-9.75,-10.0,0.25,-51.75,0.04245968331431099
2016-03-02,1974.25,1975,0.17048668566607897,0.17779070511396575,1.0,1975,72.25,73.0,66.25,69.25,0.5201832909516517,-0.4798167090483483,0.4983641178961241,-0.5016358821038759,53.5,103.25,48.5,98.5,-9.75,-9.75,0.0,-51.75,0.043638346111055215
2016-03-03,1981.25,1980,0.16910785855640031,0.1750937650034033,1.0,1980,72.5,71.25,66.5,67.5,0.5241045656158226,-0.47589543438417736,0.5020656066418802,-0.49793439335811984,71.0,77.25,65.0,73.5,-9.75,-9.75,0.0,-51.75,0.04407791794788496
2016-03-04,1985.75,1985,0.16875116210236382,0.1727914439320544,1.0,1985,72.0,71.25,66.0,67.5,0.522876534267254,-0.477123465732746,0.5007396371328457,-0.49926036286715425,69.25,75.0,63.5,71.0,-9.75,-9.75,0.0,-51.75,0.0442737942688165
2016-03-07,1990.0,1990,0.1696284749243767,0.17102451841607044,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.5,73.25,63.75,69.5,0.0,-9.5,9.5,-42.25,0.0
2016-03-08,1971.5,1970,0.17913349506399026,0.17733812348871417,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.25,0.0
2016-03-09,1979.75,1980,0.1760521742123299,0.17463991338879245,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.25,0.0
2016-03-10,1979.5,1980,0.17455570368838155,0.17462587843872396,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.25,0.0
2016-03-11,2010.5,2010,0.16449735457249576,0.16526967932677733,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.25,0.0
2016-03-14,2009.25,2010,0.16218520598040365,0.16475560043571505,1.0,2010,66.0,66.75,59.75,63.0,0.5180873239843333,-0.4819126760156667,0.49416557326094224,-0.5058344267390578,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,-52.25,0.04784350144678218
2016-03-15,2006.5,2005,0.1635174543053179,0.1658441392748806,1.0,2005,67.0,65.75,61.0,62.0,0.5237243447172716,-0.4762756552827284,0.49981988109331066,-0.5001801189066893,68.5,68.0,62.5,64.5,-9.75,-9.5,-0.25,-52.5,0.04780892724792185
2016-03-16,2017.25,2015,0.15629574598861956,0.1616595991311709,1.0,2015,64.5,62.25,58.5,58.75,0.5249715606573824,-0.4750284393426176,0.4999546312663988,-0.5000453687336013,69.0,64.75,62.75,61.25,-9.5,-9.75,0.25,-52.25,0.050033858781967255
2016-03-17,2030.25,2030,0.15040613986068602,0.15584073939107973,1.0,2030,61.25,61.0,55.25,57.25,0.5195669136646415,-0.48043308633535853,0.4936133170966397,-0.5063866829033603,61.0,69.5,55.25,65.75,-9.75,-9.5,-0.25,-52.5,0.05190719313600356
2016-03-18,2037.5,2040,0.14750087664709474,0.15182936257992166,1.0,2040,58.5,61.25,52.5,57.5,0.5116932707183226,-0.4883067292816774,0.4852103601049739,-0.514789639895026,55.5,68.0,49.5,64.25,-9.75,-9.75,0.0,-52.5,0.052965821226697296
2016-03-21,2042.75,2045,0.14424309857921389,0.14924481443639906,1.0,2045,56.5,59.0,50.5,55.25,0.5113204037727211,-0.48867959622727886,0.483849476314394,-0.516150523685606,55.25,65.0,49.5,61.0,-9.75,-9.75,0.0,-52.5,0.054941854916654265
2016-03-22,2042.5,2040,0.14558083803788915,0.14997061416919816,1.0,2040,59.0,56.5,53.0,53.0,0.5247819768051202,-0.4752180231948798,0.4973506192486005,-0.5026493807513994,55.5,63.0,49.5,59.25,-9.5,-9.75,0.25,-52.25,0.05486271511303925
2016-03-23,2028.75,2030,0.15120080521970589,0.15287997106285275,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.75,57.0,53.5,53.5,0.0,-9.75,9.75,-42.5,0.0
2016-03-24,2028.5,2030,0.15131082376873733,0.15261844651383352,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.5,0.0
2016-03-28,2028.0,2030,0.15105631179534962,0.15235809072741952,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.5,0.0
2016-03-29,2047.5,2050,0.13919215685469186,0.1446459918337746,1.0,2050,52.0,54.5,46.0,50.75,0.5079427852289733,-0.4920572147710267,0.47816317848667317,-0.5218368215133269,0.0,0.0,0.0,0.0,-9.75,0.0,-9.75,-52.25,0.059559213484600304
2016-03-30,2055.25,2055,0.13649368367493958,0.14191419536893024,1.0,2055,52.25,52.0,46.0,48.25,0.5153307340909548,-0.48466926590904524,0.48484067399332775,-0.5151593260066722,45.0,67.0,39.5,62.5,-10.0,-10.0,0.0,-52.25,0.060980120195254006
2016-03-31,2051.5,2050,0.1396873566753693,0.14291506427612524,1.0,2050,53.5,52.0,47.5,48.5,0.5197678770649428,-0.48023212293505724,0.48971350339744624,-0.5102864966025538,49.0,56.5,43.25,52.5,-9.5,-9.75,0.25,-52.0,0.06010874733499305
2016-04-01,2065.0,2065,0.13267570154151895,0.13704461317524827,1.0,2065,50.25,50.0,44.25,46.5,0.514914108396835,-0.48508589160316495,0.4832960326446182,-0.5167039673553818,55.25,50.0,49.0,46.5,-9.5,-9.75,0.25,-51.75,0.06323615150443374
2016-04-04,2057.5,2060,0.13888101593171967,0.13875496719832198,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.5,58.0,39.0,54.0,0.0,-9.5,9.5,-42.25,0.0
2016-04-05,2038.75,2040,0.15028554544445674,0.1463541939218803,-1.0,2040,54.0,55.25,48.0,51.5,0.512021944557237,-0.48797805544276296,0.48300302912386506,-0.5169969708761349,0.0,0.0,0.0,0.0,9.75,0.0,9.75,-32.5,0.05803783086674397
2016-04-06,2060.25,2060,0.13983335794234228,0.13952690216749222,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,45.5,56.5,42.25,0.0,9.75,-9.75,-42.25,0.0
2016-04-07,2035.0,2035,0.15411918618814346,0.14915277836149082,-1.0,2035,55.25,55.0,49.0,51.5,0.5158378996608887,-0.48416210033911133,0.4870742280503301,-0.5129257719496698,0.0,0.0,0.0,0.0,9.75,0.0,9.75,-32.5,0.05752734322111702
2016-04-08,2040.75,2040,0.14927037668479465,0.1476998848018158,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.5,42.25,60.75,39.5,0.0,9.5,-9.5,-42.0,0.0
2016-04-11,2034.5,2035,0.15356904932935414,0.15016727069987817,-1.0,2035,53.25,53.75,47.0,50.0,0.513746287515822,-0.48625371248417804,0.4840307232783404,-0.5159692767216596,0.0,0.0,0.0,0.0,10.0,0.0,10.0,-32.0,0.059431128474963124
2016-04-12,2055.75,2055,0.1439686226572757,0.1430625746902494,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.75,51.0,50.5,47.5,0.0,9.75,-9.75,-41.75,0.0
2016-04-13,2076.0,2075,0.13473288156763866,0.13547415011280892,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.75,0.0
2016-04-14,2076.5,2075,0.1341526519716893,0.1352539004226223,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.75,0.0
2016-04-15,2075.0,2075,0.13110736080414442,0.13456281048620933,1.0,2075,45.0,45.0,39.0,41.5,0.5132645169788678,-0.48673548302113223,0.4780655418853867,-0.5219344581146133,0.0,0.0,0.0,0.0,-9.5,0.0,-9.5,-51.25,0.0703979501869621
2016-04-18,2086.75,2085,0.12643810752306728,0.13001691111251806,1.0,2085,43.5,41.75,37.5,38.25,0.5186667381366062,-0.48133326186339376,0.48144472941355393,-0.518555270586446,47.25,45.75,41.25,42.25,-9.5,-9.5,0.0,-51.25,0.07444401744610457
2016-04-19,2093.75,2095,0.12497832069955003,0.12601815282666415,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,49.0,33.25,45.0,0.0,-9.75,9.75,-41.5,0.0
2016-04-20,2098.0,2100,0.12377166354182537,0.12405462973260821,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.5,0.0
2016-04-21,2082.75,2085,0.13023442762830348,0.1297754412997764,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.5,0.0
2016-04-22,2086.0,2085,0.1260135831048245,0.1291484649339511,1.0,2085,41.5,40.5,35.5,37.0,0.5160729784123739,-0.4839270215876261,0.47741713312150524,-0.5225828668784948,0.0,0.0,0.0,0.0,-9.5,0.0,-9.5,-51.0,0.07731169058173726
2016-04-25,2083.25,2085,0.1289284060275529,0.12911178844955137,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.75,44.0,35.75,40.0,0.0,-10.0,10.0,-41.0,0.0
2016-04-26,2088.5,2090,0.12671146282974927,0.12714500165891962,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.0,0.0
2016-04-27,2090.75,2090,0.1258064888174117,0.12692191618533497,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.0,0.0
2016-04-28,2072.5,2070,0.13664574580733832,0.13474362836552634,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.0,0.0
2016-04-29,2059.0,2060,0.1404113405781003,0.13886700525238327,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.0,0.0
2016-05-02,2074.25,2075,0.13139017189361876,0.13278120190036846,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.0,0.0
2016-05-03,2057.0,2055,0.1417547878696452,0.1408050567061098,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.0,0.0
2016-05-04,2047.0,2045,0.14589283496402192,0.14492482551396865,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.0,0.0
2016-05-05,2044.0,2045,0.14470605893856603,0.1448883644180682,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.0,0.0
2016-05-06,2052.75,2055,0.134414315603314,0.13983290698117226,1.0,2055,36.25,38.5,30.5,34.75,0.5015235563426104,-0.49847644365738963,0.4591216705790729,-0.5408783294209272,0.0,0.0,0.0,0.0,-9.5,0.0,-9.5,-50.5,0.08480377152707502
2016-05-09,2054.25,2055,0.13336339148533555,0.13875465439853277,1.0,2055,35.5,36.0,29.5,32.25,0.5074081216652613,-0.4925918783347387,0.463037229062376,-0.536962770937624,34.0,45.25,28.5,41.0,-9.75,-9.75,0.0,-50.5,0.08874178520577058
2016-05-10,2077.5,2080,0.12240868845945256,0.12764120818961655,1.0,2080,31.5,34.0,26.0,30.0,0.4983597600172355,-0.5016402399827645,0.45004620695033226,-0.5499537930496677,36.25,38.5,30.5,34.75,-9.5,-9.5,0.0,-50.5,0.09662710613380643
2016-05-11,2058.0,2060,0.13282691566291727,0.1352624457364989,1.0,2060,33.75,35.75,28.0,32.0,0.5016632310510851,-0.4983367689489149,0.4560698447320936,-0.5439301552679063,22.0,47.5,17.5,42.5,-9.5,-9.5,0.0,-50.5,0.09118677263798297
2016-05-12,2058.75,2060,0.13026044086212601,0.13442877825743677,1.0,2060,33.0,34.25,27.25,30.5,0.5046453706133007,-0.4953546293866993,0.4575010130890865,-0.5424989869109136,44.25,26.75,37.75,23.75,-9.5,-9.5,0.0,-50.5,0.09428871504842856
2016-05-13,2043.5,2045,0.13635504208394894,0.13989164259578432,1.0,2045,33.75,35.0,28.0,31.25,0.5036639999133338,-0.49633600008666623,0.4576547752456931,-0.5423452247543069,33.75,35.75,28.0,32.0,-9.5,-9.5,0.0,-50.5,0.09201844933528136
2016-05-16,2062.75,2065,0.1286621259869804,0.13106613184965496,1.0,2065,30.25,32.5,24.5,28.75,0.4980188296727102,-0.5019811703272898,0.44758096798148833,-0.5524190320185116,42.5,28.75,36.0,25.5,-9.5,-9.75,0.25,-50.25,0.10087572338244366
2016-05-17,2043.5,2045,0.13716042300123688,0.1391360470918875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.75,44.0,18.0,39.5,0.0,-9.25,9.25,-41.0,0.0
2016-05-18,2041.5,2040,0.14143041261172923,0.14128583935026137,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.0,0.0
2016-05-19,2038.75,2040,0.14058538616091562,0.14116909715203707,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.0,0.0
2016-05-20,2050.0,2050,0.12795192292842852,0.13534102516691351,1.0,2050,29.0,29.0,23.25,25.25,0.5092271178871904,-0.49077288211280956,0.4545470208458284,-0.5454529791541716,0.0,0.0,0.0,0.0,-9.5,0.0,-9.5,-50.5,0.10936019408272407
